,berry,blackberry,cherry,citrus,other,raspberry
63557,0,0,0,0,1,0
10813,0,0,0,0,1,0
117238,0,0,0,0,1,0
22648,0,0,0,1,0,0
5428,0,0,1,0,0,0
52766,0,0,0,0,1,0
46706,0,0,0,0,1,0
9351,0,0,0,0,0,1
67528,0,0,0,1,0,0
3833,0,0,0,0,1,0
121578,0,0,0,0,1,0
52339,0,0,0,0,1,0
16432,0,0,0,0,1,0
5464,0,0,0,0,0,1
104382,0,0,0,0,1,0
117849,0,0,0,0,1,0
126721,0,0,0,0,1,0
47895,0,0,0,0,1,0
63821,0,0,0,0,1,0
84820,0,0,0,0,1,0
124981,1,0,0,0,0,0
129397,0,0,1,0,0,0
65073,0,1,0,0,0,0
89103,0,0,0,0,0,1
28406,0,0,0,1,0,0
32153,0,0,0,0,1,0
52124,0,0,0,0,1,0
29219,0,0,0,0,1,0
36605,1,0,0,0,0,0
117586,0,1,0,0,0,0
126111,0,0,0,0,1,0
52842,0,0,0,0,1,0
59427,0,0,1,0,0,0
21343,0,0,0,0,1,0
103926,0,0,0,0,1,0
55906,1,0,0,0,0,0
16520,0,0,0,0,1,0
55862,0,0,1,0,0,0
25680,0,1,0,0,0,0
58818,0,0,1,0,0,0
95127,0,0,1,0,0,0
102450,0,0,0,0,1,0
28622,0,0,0,0,1,0
22771,0,0,0,1,0,0
22775,0,0,0,0,1,0
32237,0,0,0,0,0,1
74470,0,0,1,0,0,0
94669,1,0,0,0,0,0
35641,0,0,0,0,1,0
61067,0,0,0,0,0,1
30913,0,0,1,0,0,0
41758,1,0,0,0,0,0
13757,0,1,0,0,0,0
80288,0,0,0,0,1,0
39219,0,0,1,0,0,0
60418,0,0,0,0,0,1
79600,0,0,0,0,1,0
94039,0,0,1,0,0,0
129288,0,0,0,0,1,0
115811,0,0,0,0,1,0
28034,1,0,0,0,0,0
43624,0,0,0,0,0,1
79373,0,0,0,0,1,0
67931,0,0,0,0,1,0
25326,0,0,0,0,1,0
106095,0,0,1,0,0,0
66315,0,0,0,0,1,0
43282,0,0,0,0,1,0
4577,0,0,0,0,1,0
128329,1,0,0,0,0,0
19419,0,0,0,0,1,0
125726,0,0,0,1,0,0
123844,0,0,0,0,1,0
106714,0,0,0,1,0,0
78789,0,0,0,0,1,0
77820,0,0,0,0,1,0
122820,0,0,0,1,0,0
32385,0,0,0,1,0,0
46423,0,0,0,0,1,0
47956,0,0,1,0,0,0
79560,0,0,0,0,1,0
25554,0,0,0,0,1,0
15100,0,0,0,0,1,0
65484,0,0,1,0,0,0
119416,0,0,0,0,1,0
70460,0,0,0,0,1,0
108802,0,0,0,0,1,0
15872,0,0,1,0,0,0
2818,0,0,0,0,1,0
7156,0,0,0,0,1,0
33010,1,0,0,0,0,0
39546,0,0,1,0,0,0
114886,0,0,0,1,0,0
180,0,0,0,0,1,0
57922,0,0,1,0,0,0
84434,0,0,1,0,0,0
125650,0,0,1,0,0,0
122629,0,0,0,0,1,0
42449,0,0,0,0,1,0
91195,0,0,0,0,1,0
117789,0,0,0,0,1,0
10116,0,0,0,0,1,0
86651,0,0,0,1,0,0
77127,0,0,0,1,0,0
55599,0,0,0,0,1,0
64034,0,0,0,0,1,0
79531,0,0,0,0,1,0
51204,0,0,0,0,1,0
73593,1,0,0,0,0,0
30264,1,0,0,0,0,0
45479,0,0,0,0,1,0
21594,1,0,0,0,0,0
31499,0,0,1,0,0,0
86918,0,0,0,0,1,0
98541,0,0,1,0,0,0
72800,0,0,0,0,1,0
108496,0,0,0,0,1,0
45339,0,0,0,1,0,0
34554,1,0,0,0,0,0
89808,0,0,0,0,1,0
118712,0,0,0,0,0,1
29383,0,0,0,1,0,0
95052,0,1,0,0,0,0
38223,1,0,0,0,0,0
45222,0,0,1,0,0,0
86082,0,0,1,0,0,0
113746,0,0,1,0,0,0
28011,0,0,0,0,1,0
12001,0,0,0,0,0,1
100399,0,0,0,0,0,1
36975,0,0,0,0,0,1
80718,0,0,0,0,1,0
84016,0,0,0,0,1,0
125393,1,0,0,0,0,0
114876,0,0,0,0,1,0
60449,1,0,0,0,0,0
15340,0,0,1,0,0,0
16622,0,0,0,0,1,0
45408,0,0,0,0,1,0
81334,1,0,0,0,0,0
88038,0,0,0,0,1,0
79313,0,0,1,0,0,0
76137,1,0,0,0,0,0
41880,0,0,0,0,1,0
14579,0,0,0,0,1,0
10717,0,1,0,0,0,0
102322,0,0,0,0,1,0
48490,0,0,0,0,1,0
59067,0,0,0,0,1,0
37509,0,0,0,0,1,0
6974,0,0,0,0,1,0
56279,0,0,0,1,0,0
90822,0,0,0,0,1,0
52174,0,0,0,0,0,1
11296,0,0,0,0,1,0
75624,0,0,0,0,1,0
54192,0,0,0,0,1,0
60573,0,0,0,0,0,1
53182,0,0,0,0,1,0
11212,1,0,0,0,0,0
31387,0,0,0,1,0,0
55339,0,0,0,0,1,0
15985,0,0,0,0,1,0
53289,0,0,0,0,0,1
12476,0,0,1,0,0,0
93588,0,0,0,1,0,0
54687,0,0,1,0,0,0
61620,0,0,0,1,0,0
96306,0,0,0,0,1,0
55004,0,0,0,0,1,0
92253,0,0,0,0,1,0
61095,1,0,0,0,0,0
13884,0,0,0,0,1,0
61363,0,0,0,0,1,0
113628,0,0,0,0,1,0
87010,0,0,0,0,1,0
61278,0,0,0,0,1,0
6186,0,0,0,0,1,0
72117,0,0,0,0,0,1
102435,0,0,0,0,1,0
34423,0,1,0,0,0,0
59365,0,0,1,0,0,0
15186,0,0,0,0,1,0
80279,0,0,0,1,0,0
6748,0,0,0,0,1,0
117219,0,0,1,0,0,0
115319,1,0,0,0,0,0
876,1,0,0,0,0,0
29135,0,0,0,0,1,0
11558,0,0,0,0,1,0
109803,0,0,0,0,1,0
3887,1,0,0,0,0,0
66432,0,0,0,0,1,0
126971,1,0,0,0,0,0
58416,0,0,0,0,1,0
3903,0,0,0,1,0,0
34932,0,1,0,0,0,0
25871,1,0,0,0,0,0
93771,0,0,0,1,0,0
5286,0,0,0,0,1,0
128859,1,0,0,0,0,0
12581,0,0,1,0,0,0
53939,0,0,0,0,1,0
40941,0,0,0,0,0,1
102492,0,0,1,0,0,0
128719,0,0,0,0,1,0
7230,0,0,0,0,1,0
125440,0,1,0,0,0,0
15113,0,0,0,0,1,0
54871,0,0,0,0,1,0
54776,0,1,0,0,0,0
94274,0,0,0,0,0,1
114637,0,0,0,0,1,0
22767,1,0,0,0,0,0
15465,0,0,0,0,0,1
57844,0,0,0,0,1,0
6924,0,0,0,0,1,0
60050,0,0,0,0,1,0
48837,0,0,0,1,0,0
114403,0,0,0,0,1,0
84467,0,0,1,0,0,0
6804,0,0,0,0,0,1
107136,0,0,1,0,0,0
20037,0,0,0,1,0,0
66474,0,0,1,0,0,0
16816,0,0,0,0,1,0
50991,0,0,0,0,1,0
83891,0,0,1,0,0,0
103791,0,1,0,0,0,0
17095,0,0,0,0,1,0
102426,1,0,0,0,0,0
112337,0,0,0,0,1,0
11321,1,0,0,0,0,0
68195,1,0,0,0,0,0
93807,0,0,0,0,1,0
85245,0,0,1,0,0,0
116059,0,0,0,1,0,0
50059,0,0,0,0,1,0
33305,0,0,0,0,1,0
89189,0,0,0,0,1,0
104257,0,0,0,0,0,1
129474,0,0,0,0,0,1
125557,0,0,0,0,1,0
55218,0,0,0,0,1,0
12528,0,0,0,0,1,0
87497,0,0,0,0,1,0
45034,0,0,0,0,1,0
124182,0,0,0,0,1,0
16314,0,0,0,0,1,0
99337,0,0,1,0,0,0
20452,1,0,0,0,0,0
23579,0,0,0,0,1,0
119472,0,0,0,0,1,0
125658,0,0,0,0,1,0
127288,0,0,0,1,0,0
85405,0,0,0,0,1,0
2513,0,0,0,0,1,0
42064,1,0,0,0,0,0
61077,0,0,0,0,1,0
19927,0,0,0,0,1,0
128665,0,0,1,0,0,0
60770,0,0,0,0,0,1
54375,0,0,0,0,1,0
109379,0,0,0,0,1,0
119321,0,0,0,0,1,0
83200,0,0,1,0,0,0
114054,1,0,0,0,0,0
41064,0,0,0,0,1,0
73407,0,0,0,0,1,0
54550,0,0,0,0,0,1
108640,0,0,0,0,1,0
36608,0,1,0,0,0,0
86421,0,0,0,1,0,0
111774,0,0,0,0,1,0
117012,0,0,0,0,1,0
59410,0,0,0,0,1,0
114753,0,0,0,0,1,0
38631,1,0,0,0,0,0
87302,0,0,0,0,1,0
63719,0,0,0,0,1,0
107823,0,0,0,0,1,0
7748,0,0,1,0,0,0
94992,0,0,0,0,1,0
51785,0,0,1,0,0,0
70589,0,0,1,0,0,0
34827,0,0,0,0,1,0
68085,0,0,0,0,0,1
46621,1,0,0,0,0,0
10999,0,0,0,0,1,0
45425,0,0,0,0,1,0
36849,0,0,1,0,0,0
66331,0,0,0,0,1,0
8579,0,1,0,0,0,0
97232,0,0,1,0,0,0
83085,0,0,0,0,1,0
4270,0,0,1,0,0,0
103647,0,1,0,0,0,0
59503,0,0,0,0,0,1
24059,0,0,0,0,1,0
117394,0,0,0,0,1,0
98186,0,0,0,0,1,0
89209,0,0,0,0,1,0
81354,1,0,0,0,0,0
81240,0,0,1,0,0,0
64528,0,0,0,0,1,0
21396,0,0,0,0,1,0
74876,0,0,0,0,1,0
120936,0,0,0,0,1,0
14825,0,0,0,0,1,0
58056,0,0,0,0,1,0
57958,0,0,0,0,1,0
104643,0,0,0,0,1,0
111671,0,0,0,0,1,0
106413,0,0,0,0,1,0
49657,0,0,1,0,0,0
33437,0,0,0,0,1,0
105742,0,0,0,0,1,0
18271,0,1,0,0,0,0
99537,0,0,0,1,0,0
28676,1,0,0,0,0,0
34123,0,0,0,0,1,0
1749,0,0,0,0,1,0
28545,1,0,0,0,0,0
91173,0,0,0,0,1,0
52141,0,0,1,0,0,0
113074,0,1,0,0,0,0
91942,0,0,0,0,1,0
119688,1,0,0,0,0,0
18270,0,0,0,0,1,0
63145,0,0,0,0,1,0
86621,0,0,0,0,1,0
81020,0,0,0,0,1,0
34183,1,0,0,0,0,0
70755,0,0,0,0,1,0
103834,0,0,0,0,1,0
122598,0,0,0,1,0,0
31650,0,0,0,0,1,0
115585,0,0,0,0,1,0
66782,0,0,0,0,1,0
28319,0,0,1,0,0,0
9197,0,0,0,0,1,0
125939,0,0,1,0,0,0
95915,0,0,0,0,1,0
40688,0,0,0,0,1,0
36505,0,0,0,0,1,0
25883,0,0,0,0,1,0
63364,0,0,0,1,0,0
43004,0,0,1,0,0,0
58624,0,0,0,0,1,0
24036,0,0,0,0,1,0
121414,0,0,0,0,1,0
125248,0,0,0,1,0,0
118584,0,0,0,0,1,0
40864,0,0,0,0,1,0
25846,1,0,0,0,0,0
15976,0,0,0,1,0,0
126714,0,0,0,1,0,0
78637,0,0,0,0,1,0
2504,0,0,0,0,1,0
58979,0,0,0,0,1,0
24492,0,0,0,0,1,0
113160,0,0,0,0,1,0
14311,0,0,0,0,1,0
16688,0,0,0,0,1,0
40714,1,0,0,0,0,0
29040,0,0,0,0,1,0
8241,0,0,0,0,1,0
40188,0,0,0,0,0,1
54408,0,0,0,0,1,0
98757,0,0,0,0,1,0
34669,0,0,0,0,1,0
106612,1,0,0,0,0,0
65505,0,0,1,0,0,0
125484,0,0,1,0,0,0
113313,0,0,0,0,1,0
109642,0,0,0,0,1,0
13290,0,0,0,0,1,0
8535,0,0,1,0,0,0
57903,0,0,1,0,0,0
96937,0,0,1,0,0,0
71207,0,0,1,0,0,0
75528,1,0,0,0,0,0
105425,0,1,0,0,0,0
27300,0,0,0,1,0,0
52966,0,0,1,0,0,0
5215,0,0,0,0,1,0
107275,0,0,0,0,1,0
65487,0,1,0,0,0,0
7600,0,0,1,0,0,0
71182,0,0,0,0,1,0
65276,0,0,0,0,1,0
65857,0,0,0,0,1,0
86397,0,0,0,0,1,0
18035,0,0,0,0,0,1
90391,0,0,1,0,0,0
95216,1,0,0,0,0,0
40848,1,0,0,0,0,0
124453,0,0,0,0,1,0
63812,0,1,0,0,0,0
126445,0,0,0,0,1,0
63351,0,0,0,0,1,0
93744,0,0,0,0,1,0
69461,0,0,1,0,0,0
20992,0,0,0,0,1,0
2724,0,0,0,1,0,0
14391,0,0,0,1,0,0
126650,1,0,0,0,0,0
92198,0,0,0,0,1,0
91948,0,0,1,0,0,0
31072,0,0,0,0,1,0
85050,0,0,0,1,0,0
63934,0,0,0,0,0,1
104761,0,1,0,0,0,0
109654,0,0,0,0,1,0
89021,0,0,0,1,0,0
129774,0,0,1,0,0,0
9249,0,0,0,0,1,0
45491,0,0,0,0,1,0
33417,0,0,1,0,0,0
40507,0,0,0,0,1,0
73316,0,0,0,0,1,0
27733,0,0,1,0,0,0
93317,0,0,0,0,1,0
70082,0,0,1,0,0,0
103805,1,0,0,0,0,0
27754,0,0,0,0,1,0
35277,1,0,0,0,0,0
6098,0,0,1,0,0,0
103383,1,0,0,0,0,0
89730,0,0,0,1,0,0
317,0,0,0,0,1,0
104370,0,0,0,0,1,0
12723,0,0,1,0,0,0
128479,1,0,0,0,0,0
20014,1,0,0,0,0,0
40306,0,0,0,0,1,0
116246,1,0,0,0,0,0
46446,1,0,0,0,0,0
74126,0,0,0,0,1,0
18247,0,0,0,0,1,0
83444,0,0,0,0,1,0
97862,0,0,0,0,1,0
123724,0,0,0,0,1,0
41958,0,0,0,0,0,1
52952,0,0,1,0,0,0
24364,0,0,0,1,0,0
116668,0,0,1,0,0,0
73912,0,0,0,0,1,0
23568,0,0,1,0,0,0
84426,0,0,0,0,1,0
59033,0,0,0,0,1,0
92143,0,0,0,0,1,0
22728,0,0,0,0,1,0
82984,1,0,0,0,0,0
8311,0,0,0,1,0,0
96936,0,0,0,0,1,0
40179,1,0,0,0,0,0
29505,0,0,1,0,0,0
26131,0,0,0,0,1,0
118337,0,0,0,1,0,0
75220,0,0,0,0,1,0
10752,0,0,0,0,1,0
54944,0,0,0,0,1,0
4704,0,0,1,0,0,0
23243,0,0,0,1,0,0
3381,0,0,0,0,1,0
54787,0,1,0,0,0,0
128504,0,0,0,0,0,1
123778,0,0,0,0,1,0
37608,0,0,0,0,1,0
44002,0,1,0,0,0,0
115035,0,0,0,0,1,0
80497,0,0,0,0,1,0
63341,0,0,0,0,1,0
105794,0,0,0,0,1,0
19902,1,0,0,0,0,0
119481,0,0,1,0,0,0
10521,0,0,1,0,0,0
27336,1,0,0,0,0,0
87708,0,0,0,0,1,0
68233,0,0,0,1,0,0
78988,0,0,0,0,1,0
68970,0,0,0,0,1,0
5401,0,0,0,0,1,0
96924,1,0,0,0,0,0
92984,0,0,1,0,0,0
81762,0,0,0,0,1,0
46238,0,0,1,0,0,0
2796,0,0,0,0,1,0
96973,0,0,0,0,1,0
118107,0,0,0,0,1,0
78373,0,0,0,0,1,0
71570,0,0,0,0,0,1
29174,0,0,1,0,0,0
13756,0,0,0,0,1,0
104694,0,0,0,0,1,0
44251,0,0,0,1,0,0
63591,0,0,1,0,0,0
49617,0,1,0,0,0,0
113373,0,0,0,0,1,0
32490,0,0,0,0,1,0
52069,0,0,0,0,1,0
46155,0,1,0,0,0,0
7104,0,0,0,0,0,1
81707,0,0,1,0,0,0
117451,0,0,1,0,0,0
92893,0,0,1,0,0,0
6555,0,0,0,0,1,0
16062,0,0,0,0,1,0
14346,0,0,1,0,0,0
39290,0,1,0,0,0,0
13994,0,0,0,0,0,1
17364,0,0,0,0,1,0
84352,0,0,0,0,1,0
40260,0,0,1,0,0,0
16695,0,0,0,0,1,0
56417,0,0,0,1,0,0
21704,1,0,0,0,0,0
18820,1,0,0,0,0,0
18844,0,0,0,0,1,0
115178,0,0,0,1,0,0
75799,1,0,0,0,0,0
105320,0,0,0,1,0,0
64603,0,0,0,0,0,1
80944,0,0,0,0,0,1
33070,0,0,0,0,1,0
111878,1,0,0,0,0,0
100770,0,0,0,1,0,0
121458,0,0,0,0,1,0
65135,0,0,0,0,1,0
70896,1,0,0,0,0,0
40683,0,0,0,0,1,0
99827,0,0,0,0,1,0
68198,0,0,0,1,0,0
80966,0,0,0,1,0,0
67207,0,0,1,0,0,0
93687,0,0,0,0,1,0
49981,0,0,1,0,0,0
40925,0,0,0,0,1,0
33936,0,0,0,0,1,0
85519,0,0,0,0,1,0
61164,0,0,0,0,1,0
4643,0,0,0,0,1,0
101083,0,0,1,0,0,0
80132,0,0,0,0,1,0
94308,0,0,0,0,1,0
40993,0,0,0,1,0,0
27628,0,0,0,0,1,0
33035,1,0,0,0,0,0
36926,0,0,0,0,0,1
90326,0,0,0,0,1,0
56429,0,1,0,0,0,0
122086,0,0,0,0,1,0
18588,0,1,0,0,0,0
21917,0,0,0,0,1,0
98716,0,0,0,1,0,0
34966,0,0,0,1,0,0
79663,0,0,0,0,1,0
76040,1,0,0,0,0,0
21437,0,0,1,0,0,0
61132,0,0,1,0,0,0
24969,0,0,0,1,0,0
105268,0,0,0,0,1,0
16998,0,0,0,0,1,0
53667,0,0,0,0,1,0
87416,0,0,0,0,1,0
102751,1,0,0,0,0,0
69606,0,0,1,0,0,0
36399,0,0,0,0,1,0
54265,0,0,0,0,0,1
110444,1,0,0,0,0,0
93581,0,0,0,0,1,0
84499,1,0,0,0,0,0
15533,0,0,0,0,1,0
23621,0,0,0,0,1,0
12533,0,0,0,0,1,0
45719,0,1,0,0,0,0
18265,0,0,1,0,0,0
71593,1,0,0,0,0,0
45595,0,0,0,0,1,0
89894,0,0,0,0,1,0
23465,0,0,0,0,0,1
39057,0,0,0,0,1,0
105680,0,0,0,0,1,0
43718,1,0,0,0,0,0
45089,1,0,0,0,0,0
56351,0,0,0,0,1,0
45804,0,0,1,0,0,0
18490,0,0,0,0,1,0
40810,1,0,0,0,0,0
119995,1,0,0,0,0,0
71283,0,0,0,0,1,0
25375,0,0,0,0,1,0
89502,0,0,1,0,0,0
78289,0,0,0,1,0,0
116304,0,0,1,0,0,0
121882,0,0,0,1,0,0
53925,0,0,0,0,1,0
9526,0,0,0,0,0,1
3483,0,0,0,0,1,0
104995,0,0,0,1,0,0
9298,0,0,0,0,0,1
21049,1,0,0,0,0,0
16391,0,0,0,0,1,0
34823,0,0,0,1,0,0
44926,0,0,0,0,1,0
86956,0,0,0,0,1,0
121945,0,0,1,0,0,0
86398,0,0,0,0,1,0
65127,0,0,1,0,0,0
27198,0,0,0,0,1,0
27884,0,0,0,0,1,0
3337,0,0,0,0,1,0
76473,0,0,0,1,0,0
127245,0,0,0,0,1,0
59521,0,0,1,0,0,0
7740,0,0,0,0,1,0
126533,0,0,0,0,1,0
124941,0,0,0,0,1,0
24994,0,0,0,0,1,0
32030,0,0,0,0,1,0
56085,0,0,0,0,1,0
40216,0,0,0,0,1,0
447,0,0,0,1,0,0
34220,1,0,0,0,0,0
83880,0,0,0,0,1,0
79759,0,1,0,0,0,0
36922,0,0,1,0,0,0
90260,1,0,0,0,0,0
43735,0,0,0,1,0,0
116516,0,0,0,0,0,1
19174,0,0,1,0,0,0
42206,0,0,0,0,1,0
116131,0,0,0,1,0,0
104154,0,0,0,0,1,0
105668,0,0,0,1,0,0
126827,0,0,1,0,0,0
40266,0,0,0,0,1,0
89472,0,0,0,0,0,1
111085,0,0,0,0,1,0
129047,0,0,0,0,0,1
24733,0,0,0,0,1,0
2104,0,0,0,0,1,0
78410,0,0,1,0,0,0
92575,0,0,0,0,1,0
69816,0,0,0,0,1,0
37604,0,0,0,0,1,0
63225,0,1,0,0,0,0
64487,0,0,1,0,0,0
18832,0,0,0,0,1,0
17971,1,0,0,0,0,0
123869,0,0,0,1,0,0
96257,0,0,0,0,1,0
92754,0,0,0,0,1,0
63500,0,0,1,0,0,0
103709,0,0,1,0,0,0
55297,0,0,0,0,1,0
52324,0,0,0,1,0,0
54516,0,0,0,0,0,1
22621,1,0,0,0,0,0
12139,0,0,0,0,1,0
81966,1,0,0,0,0,0
5851,0,0,0,0,1,0
74173,0,0,0,0,1,0
126737,0,0,1,0,0,0
92557,0,0,0,0,1,0
89181,0,0,0,0,1,0
55875,1,0,0,0,0,0
19716,0,0,0,0,1,0
57214,0,0,0,0,1,0
95096,0,0,1,0,0,0
72224,1,0,0,0,0,0
73455,0,0,1,0,0,0
44412,0,0,0,0,1,0
85749,0,0,1,0,0,0
89258,0,0,1,0,0,0
90754,0,1,0,0,0,0
31768,0,0,0,0,1,0
38264,0,0,0,1,0,0
108396,0,0,0,0,1,0
119177,0,0,0,0,1,0
2831,0,0,0,0,1,0
42975,1,0,0,0,0,0
23170,0,0,0,0,1,0
87550,1,0,0,0,0,0
1879,0,0,0,0,1,0
116198,0,0,0,0,1,0
17252,0,0,1,0,0,0
63018,0,0,0,0,0,1
64445,0,1,0,0,0,0
111486,0,0,0,0,1,0
11942,0,0,0,0,1,0
19272,0,0,0,0,0,1
54660,0,1,0,0,0,0
87602,0,0,1,0,0,0
25397,1,0,0,0,0,0
64562,0,0,1,0,0,0
74293,0,0,0,0,1,0
119445,0,0,0,0,1,0
103686,0,0,0,0,0,1
103645,0,0,1,0,0,0
113866,0,0,0,0,1,0
57744,0,0,0,0,1,0
98890,0,0,1,0,0,0
47772,1,0,0,0,0,0
21805,0,0,0,0,0,1
114681,0,0,0,0,1,0
46812,0,0,0,1,0,0
31493,0,0,0,0,1,0
60580,1,0,0,0,0,0
56743,0,1,0,0,0,0
103310,1,0,0,0,0,0
46938,0,0,0,1,0,0
62254,0,0,0,0,1,0
75818,0,0,0,1,0,0
105634,0,0,1,0,0,0
112096,0,0,0,0,1,0
52724,0,0,0,1,0,0
106201,0,0,0,0,1,0
95336,0,0,0,0,1,0
69860,0,0,0,0,1,0
117137,0,0,0,0,1,0
58493,0,0,0,0,1,0
23904,0,0,1,0,0,0
63313,0,0,0,1,0,0
70710,0,0,0,0,1,0
65307,0,0,0,1,0,0
21449,0,0,0,0,1,0
61214,0,0,0,0,1,0
88453,0,0,0,0,1,0
53582,1,0,0,0,0,0
63106,0,0,0,0,1,0
84125,1,0,0,0,0,0
110536,0,0,0,0,1,0
69867,0,0,0,0,1,0
8838,0,0,0,0,1,0
52431,0,0,1,0,0,0
80888,0,0,0,0,1,0
127873,1,0,0,0,0,0
33343,0,0,1,0,0,0
83988,0,0,0,0,1,0
83528,0,0,0,1,0,0
36886,0,0,0,0,1,0
123849,0,0,0,0,1,0
3617,0,0,0,0,1,0
72544,0,0,0,0,0,1
53656,1,0,0,0,0,0
28559,0,0,1,0,0,0
102574,0,0,0,0,1,0
34899,0,0,0,0,1,0
79466,0,0,0,0,0,1
105675,1,0,0,0,0,0
96218,0,0,0,0,1,0
53422,0,0,0,0,1,0
56181,0,0,0,0,1,0
20831,0,0,1,0,0,0
31631,1,0,0,0,0,0
12966,0,0,0,0,1,0
91093,0,0,0,0,1,0
100839,0,0,0,0,1,0
94532,0,0,0,1,0,0
72065,0,0,0,0,1,0
47503,0,0,0,0,0,1
47334,0,0,0,0,1,0
113088,0,0,0,0,1,0
45070,0,0,1,0,0,0
103076,1,0,0,0,0,0
79769,0,0,0,0,1,0
79312,0,0,0,0,1,0
77819,0,0,0,0,1,0
32817,1,0,0,0,0,0
100589,0,0,0,0,1,0
949,0,0,1,0,0,0
122948,0,0,0,0,1,0
88072,0,0,0,1,0,0
54141,0,0,0,1,0,0
86243,0,0,0,0,1,0
117709,0,0,0,0,1,0
128197,0,0,0,1,0,0
79999,0,0,1,0,0,0
55908,0,0,0,1,0,0
35345,0,0,0,0,1,0
10881,0,0,0,0,1,0
30357,1,0,0,0,0,0
128027,1,0,0,0,0,0
93591,0,0,0,0,1,0
117039,0,0,0,1,0,0
110542,0,0,0,0,1,0
43365,0,0,0,0,1,0
93488,0,0,0,1,0,0
80862,0,0,1,0,0,0
117304,0,0,0,0,0,1
29198,0,0,0,0,1,0
31179,0,0,0,0,1,0
28825,0,0,0,0,1,0
7243,0,0,0,0,1,0
24301,0,1,0,0,0,0
16842,0,0,0,0,1,0
18881,0,0,1,0,0,0
86430,0,0,0,1,0,0
66318,0,0,1,0,0,0
120165,0,0,1,0,0,0
77420,0,0,0,0,1,0
114662,0,1,0,0,0,0
106971,1,0,0,0,0,0
38994,0,0,1,0,0,0
33209,0,0,0,0,1,0
22637,0,0,1,0,0,0
19315,0,0,0,0,1,0
126061,0,0,0,0,1,0
96184,0,0,0,0,1,0
55224,0,0,1,0,0,0
10025,0,0,0,0,1,0
23773,0,0,0,0,1,0
25997,0,1,0,0,0,0
13816,0,0,0,0,1,0
44402,0,0,0,0,1,0
122119,1,0,0,0,0,0
82109,0,0,0,1,0,0
59697,0,0,1,0,0,0
77936,0,0,0,0,1,0
109340,0,0,0,0,1,0
46301,0,0,1,0,0,0
23035,0,0,1,0,0,0
10942,0,0,0,0,1,0
12494,0,0,0,0,1,0
48243,0,0,0,0,1,0
114005,0,0,0,1,0,0
1002,0,0,1,0,0,0
102470,0,0,1,0,0,0
99741,1,0,0,0,0,0
68031,0,0,0,0,1,0
116097,0,0,0,0,1,0
8074,0,0,1,0,0,0
83859,0,1,0,0,0,0
54954,0,0,0,0,0,1
27709,0,0,0,1,0,0
117175,1,0,0,0,0,0
17405,0,0,0,0,1,0
22237,0,0,0,0,1,0
74476,0,0,0,1,0,0
40465,0,0,0,0,1,0
69027,0,0,0,0,1,0
1043,0,0,0,1,0,0
37108,1,0,0,0,0,0
50303,0,0,0,0,0,1
96979,0,0,0,0,1,0
72970,0,0,1,0,0,0
6270,0,1,0,0,0,0
6347,0,0,1,0,0,0
115047,0,0,1,0,0,0
106963,0,0,0,0,1,0
30506,0,0,0,0,1,0
34156,0,0,0,0,1,0
1841,0,0,1,0,0,0
30351,0,0,1,0,0,0
106812,0,0,0,0,0,1
87586,0,0,1,0,0,0
96300,1,0,0,0,0,0
31615,0,0,0,0,1,0
108121,1,0,0,0,0,0
10824,1,0,0,0,0,0
19051,0,0,1,0,0,0
44197,0,0,0,0,1,0
83499,0,0,0,0,1,0
65914,1,0,0,0,0,0
23046,0,0,1,0,0,0
7020,0,0,0,0,1,0
116940,0,0,0,0,1,0
86199,0,0,0,0,1,0
73935,0,0,0,0,1,0
31808,0,0,0,0,1,0
83118,0,0,0,0,0,1
84875,0,0,1,0,0,0
62153,0,0,0,0,1,0
94072,0,0,0,0,1,0
46383,0,0,0,0,1,0
115615,0,0,0,0,1,0
83377,0,1,0,0,0,0
18491,0,0,0,0,1,0
24069,0,0,0,0,0,1
14556,0,0,0,1,0,0
107281,0,0,0,0,1,0
111243,0,0,0,0,1,0
47413,0,0,0,0,1,0
69580,1,0,0,0,0,0
108130,0,0,0,0,1,0
53287,0,0,1,0,0,0
4232,1,0,0,0,0,0
11946,1,0,0,0,0,0
109243,0,0,1,0,0,0
127305,0,0,0,1,0,0
20965,0,0,0,0,1,0
46109,0,0,0,1,0,0
46362,0,0,0,0,1,0
122462,0,0,0,0,1,0
82654,0,0,0,0,1,0
65649,0,0,0,0,1,0
54976,0,0,0,0,1,0
73700,0,0,0,0,0,1
16183,0,0,0,1,0,0
97595,0,0,0,0,1,0
1108,1,0,0,0,0,0
14173,0,1,0,0,0,0
4040,0,0,0,1,0,0
14685,0,0,0,0,1,0
75423,0,0,0,0,1,0
3095,0,0,1,0,0,0
124421,0,0,0,1,0,0
115381,0,0,0,0,1,0
20555,0,0,0,0,1,0
30546,0,0,0,0,1,0
5346,0,1,0,0,0,0
79515,0,0,0,0,1,0
23048,0,0,1,0,0,0
20959,0,0,0,0,0,1
94382,0,0,0,1,0,0
82360,0,0,0,0,1,0
55640,1,0,0,0,0,0
112679,0,0,0,0,1,0
74042,0,0,0,1,0,0
36620,0,0,0,0,1,0
37012,0,0,0,0,1,0
14846,0,0,0,0,1,0
11421,0,0,0,0,1,0
50330,0,1,0,0,0,0
85181,0,0,0,0,0,1
86162,0,0,0,1,0,0
128549,0,1,0,0,0,0
111379,0,0,0,0,1,0
125259,0,0,0,0,1,0
31003,0,0,0,1,0,0
